PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
26357653,MiR-183 Regulates ITGB1P Expression and Promotes Invasion of Endometrial Stromal Cells,"Chen J, Gu L, Ni J, Hu P, Hu K, Shi YL.",Biomed Res Int. 2015;2015:340218. doi: 10.1155/2015/340218. Epub 2015 Aug 19.,Chen J,Biomed Res Int,2015,2015/9/11,PMC4556833,,10.1155/2015/340218
26307093,Peritoneal fluid modifies the microRNA expression profile in endometrial and endometriotic cells from women with endometriosis,"Braza-Boïls A, Salloum-Asfar S, Marí-Alexandre J, Arroyo AB, González-Conejero R, Barceló-Molina M, García-Oms J, Vicente V, Estellés A, Gilabert-Estellés J, Martínez C.",Hum Reprod. 2015 Oct;30(10):2292-302. doi: 10.1093/humrep/dev204. Epub 2015 Aug 25.,Braza-Boïls A,Hum Reprod,2015,2015/8/27,,,10.1093/humrep/dev204
26209829,Follicular fluid and mural granulosa cells microRNA profiles vary in in vitro fertilization patients depending on their age and oocyte maturation stage,"Moreno JM, Núñez MJ, Quiñonero A, Martínez S, de la Orden M, Simón C, Pellicer A, Díaz-García C, Domínguez F.",Fertil Steril. 2015 Oct;104(4):1037-1046.e1. doi: 10.1016/j.fertnstert.2015.07.001. Epub 2015 Jul 23.,Moreno JM,Fertil Steril,2015,2015/7/26,,,10.1016/j.fertnstert.2015.07.001
26206343,Circulating miR-200-family micro-RNAs have altered plasma levels in patients with endometriosis and vary with blood collection time,"Rekker K, Saare M, Roost AM, Kaart T, Sõritsa D, Karro H, Sõritsa A, Simón C, Salumets A, Peters M.",Fertil Steril. 2015 Oct;104(4):938-946.e2. doi: 10.1016/j.fertnstert.2015.06.029. Epub 2015 Jul 20.,Rekker K,Fertil Steril,2015,2015/7/25,,,10.1016/j.fertnstert.2015.06.029
26191186,MiR-191 inhibits TNF-α induced apoptosis of ovarian endometriosis and endometrioid carcinoma cells by targeting DAPK1,"Tian X, Xu L, Wang P.",Int J Clin Exp Pathol. 2015 May 1;8(5):4933-42. eCollection 2015.,Tian X,Int J Clin Exp Pathol,2015,2015/7/21,PMC4503058,,
26191163,MiR-199a inhibits the angiogenic potential of endometrial stromal cells under hypoxia by targeting HIF-1α/VEGF pathway,"Dai L, Lou W, Zhu J, Zhou X, Di W.",Int J Clin Exp Pathol. 2015 May 1;8(5):4735-44. eCollection 2015.,Dai L,Int J Clin Exp Pathol,2015,2015/7/21,PMC4503035,,
26178845,Small RNAs: Their Possible Roles in Reproductive Failure,"Hale BJ, Keating AF, Yang CX, Ross JW.",Adv Exp Med Biol. 2015;868:49-79. doi: 10.1007/978-3-319-18881-2_3.,Hale BJ,Adv Exp Med Biol,2015,2015/7/17,,,10.1007/978-3-319-18881-2_3
26175939,Down regulation of MiR-93 contributes to endometriosis through targeting MMP3 and VEGFA,"Lv X, Chen P, Liu W.",Am J Cancer Res. 2015 Apr 15;5(5):1706-17. eCollection 2015.,Lv X,Am J Cancer Res,2015,2015/7/16,PMC4497437,,
26125979,Preoperative assessment and diagnosis of endometriosis: are we any closer?,"Hirsch M, Davis CJ.",Curr Opin Obstet Gynecol. 2015 Aug;27(4):284-90. doi: 10.1097/GCO.0000000000000188.,Hirsch M,Curr Opin Obstet Gynecol,2015,2015/7/1,,,10.1097/GCO.0000000000000188
26124927,Systematic enrichment analysis of microRNA expression profiling studies in endometriosis,"Wei S, Xu H, Kuang Y.",Iran J Basic Med Sci. 2015 May;18(5):423-9.,Wei S,Iran J Basic Med Sci,2015,2015/7/1,PMC4475649,,
26089099,H19 lncRNA alters stromal cell growth via IGF signaling in the endometrium of women with endometriosis,"Ghazal S, McKinnon B, Zhou J, Mueller M, Men Y, Yang L, Mueller M, Flannery C, Huang Y, Taylor HS.",EMBO Mol Med. 2015 Aug;7(8):996-1003. doi: 10.15252/emmm.201505245.,Ghazal S,EMBO Mol Med,2015,2015/6/20,PMC4551339,,10.15252/emmm.201505245
26012699,Erratum: MicroRNAs expression profiling of eutopic proliferative endometrium in women with ovarian endometriosis,"Laudanski P, Charkiewicz R, Kuzmicki M, Szamatowicz J, Charkiewicz A, Niklinski J.",Reprod Biol Endocrinol. 2015 May 27;13:50. doi: 10.1186/s12958-015-0040-1.,Laudanski P,Reprod Biol Endocrinol,2015,2015/5/28,PMC4446104,,10.1186/s12958-015-0040-1
25920525,Correlation between dioxin and endometriosis: an epigenetic route to unravel the pathogenesis of the disease,"Sofo V, Götte M, Laganà AS, Salmeri FM, Triolo O, Sturlese E, Retto G, Alfa M, Granese R, Abrão MS.",Arch Gynecol Obstet. 2015 Nov;292(5):973-86. doi: 10.1007/s00404-015-3739-5. Epub 2015 Apr 29.,Sofo V,Arch Gynecol Obstet,2015,2015/4/30,,,10.1007/s00404-015-3739-5
25903532,MicroRNAs and angiogenesis in endometriosis,"Marí-Alexandre J, García-Oms J, Barceló-Molina M, Gilabert-Aguilar J, Estellés A, Braza-Boíls A, Gilabert-Estellés J.",Thromb Res. 2015 Feb;135 Suppl 1:S38-40. doi: 10.1016/S0049-3848(15)50439-8. Epub 2015 Feb 9.,Marí-Alexandre J,Thromb Res,2015,2015/4/24,,,10.1016/S0049-3848(15)50439-8
25819812,MiR-191 modulates malignant transformation of endometriosis through regulating TIMP3,"Dong M, Yang P, Hua F.",Med Sci Monit. 2015 Mar 28;21:915-20. doi: 10.12659/MSM.893872.,Dong M,Med Sci Monit,2015,2015/3/31,PMC4387959,,10.12659/MSM.893872
25772772,Circulating microRNAs as potential biomarkers for endometriosis,"Cho S, Mutlu L, Grechukhina O, Taylor HS.",Fertil Steril. 2015 May;103(5):1252-60.e1. doi: 10.1016/j.fertnstert.2015.02.013. Epub 2015 Mar 13.,Cho S,Fertil Steril,2015,2015/3/17,PMC4417410,NIHMS672071,10.1016/j.fertnstert.2015.02.013
25757811,Circulating Micro-RNAs as Diagnostic Biomarkers for Endometriosis: Privation and Promise,"Nothnick WB, Al-Hendy A, Lue JR.",J Minim Invasive Gynecol. 2015 Jul-Aug;22(5):719-26. doi: 10.1016/j.jmig.2015.02.021. Epub 2015 Mar 7.,Nothnick WB,J Minim Invasive Gynecol,2015,2015/3/12,PMC4489990,NIHMS679723,10.1016/j.jmig.2015.02.021
25754227,miR-142-3p is a novel regulator of cell viability and proinflammatory signalling in endometrial stroma cells,"Kästingschäfer CS, Schäfer SD, Kiesel L, Götte M.",Reprod Biomed Online. 2015 May;30(5):553-6. doi: 10.1016/j.rbmo.2015.01.002. Epub 2015 Jan 26.,Kästingschäfer CS,Reprod Biomed Online,2015,2015/3/11,,,10.1016/j.rbmo.2015.01.002
25637622,The expression of microRNA-451 in human endometriotic lesions is inversely related to that of macrophage migration inhibitory factor (MIF) and regulates MIF expression and modulation of epithelial cell survival,"Graham A, Falcone T, Nothnick WB.",Hum Reprod. 2015 Mar;30(3):642-52. doi: 10.1093/humrep/dev005. Epub 2015 Jan 29.,Graham A,Hum Reprod,2015,2015/2/1,PMC4325675,,10.1093/humrep/dev005
25625784,"miR-29c is downregulated in the ectopic endometrium and exerts its effects on endometrial cell proliferation, apoptosis and invasion by targeting c-Jun","Long M, Wan X, La X, Gong X, Cai X.",Int J Mol Med. 2015 Apr;35(4):1119-25. doi: 10.3892/ijmm.2015.2082. Epub 2015 Jan 27.,Long M,Int J Mol Med,2015,2015/1/28,,,10.3892/ijmm.2015.2082
25516558,Enhanced miR-210 expression promotes the pathogenesis of endometriosis through activation of signal transducer and activator of transcription 3,"Okamoto M, Nasu K, Abe W, Aoyagi Y, Kawano Y, Kai K, Moriyama M, Narahara H.",Hum Reprod. 2015 Mar;30(3):632-41. doi: 10.1093/humrep/deu332. Epub 2014 Dec 15.,Okamoto M,Hum Reprod,2015,2014/12/18,,,10.1093/humrep/deu332
25461358,Small RNA molecules in endometriosis: pathogenesis and therapeutic aspects,"Yang L, Liu HY.",Eur J Obstet Gynecol Reprod Biol. 2014 Dec;183:83-8. doi: 10.1016/j.ejogrb.2014.10.043. Epub 2014 Oct 31.,Yang L,Eur J Obstet Gynecol Reprod Biol,2014,2014/12/3,,,10.1016/j.ejogrb.2014.10.043
25408705,"The differential expression of microRNA-143,145 in endometriosis","Zheng B, Xue X, Zhao Y, Chen J, Xu CY, Duan P.",Iran J Reprod Med. 2014 Aug;12(8):555-60.,Zheng B,Iran J Reprod Med,2014,2014/11/20,PMC4233314,,
25394916,Retraction: The expression profile of micro-RNA in endometrium and endometriosis and the influence of ovarian steroids on their expression,,Mol Hum Reprod. 2014 Dec;20(12):1259. doi: 10.1093/molehr/gau101. Epub 2014 Nov 13.,,Mol Hum Reprod,2014,2014/11/15,,,10.1093/molehr/gau101
25386850,High-throughput sequencing approach uncovers the miRNome of peritoneal endometriotic lesions and adjacent healthy tissues,"Saare M, Rekker K, Laisk-Podar T, Sõritsa D, Roost AM, Simm J, Velthut-Meikas A, Samuel K, Metsalu T, Karro H, Sõritsa A, Salumets A, Peters M.",PLoS One. 2014 Nov 11;9(11):e112630. doi: 10.1371/journal.pone.0112630. eCollection 2014.,Saare M,PLoS One,2014,2014/11/12,PMC4227690,,10.1371/journal.pone.0112630
25366985,MicroRNA-21 is a candidate driver gene for 17q23-25 amplification in ovarian clear cell carcinoma,"Hirata Y, Murai N, Yanaihara N, Saito M, Saito M, Urashima M, Murakami Y, Matsufuji S, Okamoto A.",BMC Cancer. 2014 Nov 3;14:799. doi: 10.1186/1471-2407-14-799.,Hirata Y,BMC Cancer,2014,2014/11/5,PMC4289307,,10.1186/1471-2407-14-799
25361550,Evaluation of KRAS Gene Expression and LCS6 Variant in Genomic and Cell-Free DNA of Iranian Women With Endometriosis,"Farahani MS, Shahbazi S, Moghaddam SA, Mahdian R.",Reprod Sci. 2015 Jun;22(6):679-84. doi: 10.1177/1933719114556478. Epub 2014 Oct 30.,Farahani MS,Reprod Sci,2015,2014/11/2,PMC4502798,,10.1177/1933719114556478
24972566,miR-20a contributes to endometriosis by regulating NTN4 expression,"Zhao M, Tang Q, Wu W, Xia Y, Chen D, Wang X.",Mol Biol Rep. 2014 Sep;41(9):5793-7. doi: 10.1007/s11033-014-3452-7. Epub 2014 Jun 28.,Zhao M,Mol Biol Rep,2014,2014/6/29,,,10.1007/s11033-014-3452-7
24937656,miR-451 deficiency is associated with altered endometrial fibrinogen alpha chain expression and reduced endometriotic implant establishment in an experimental mouse model,"Nothnick WB, Graham A, Holbert J, Weiss MJ.",PLoS One. 2014 Jun 17;9(6):e100336. doi: 10.1371/journal.pone.0100336. eCollection 2014.,Nothnick WB,PLoS One,2014,2014/6/18,PMC4061076,,10.1371/journal.pone.0100336
24896345,Aberrant histone modification in endometriosis,"Nasu K, Kawano Y, Kai K, Aoyagi Y, Abe W, Okamoto M, Narahara H.",Front Biosci (Landmark Ed). 2014 Jun 1;19(8):1202-14. doi: 10.2741/4276.,Nasu K,Front Biosci (Landmark Ed),2014,2014/6/5,,,10.2741/4276
24882618,MicroRNA and gynecological reproductive diseases,"Santamaria X, Taylor H.",Fertil Steril. 2014 Jun;101(6):1545-51. doi: 10.1016/j.fertnstert.2014.04.044.,Santamaria X,Fertil Steril,2014,2014/6/3,,,10.1016/j.fertnstert.2014.04.044
24686457,Genome-wide miRNA profiling of villus and decidua of recurrent spontaneous abortion patients,"Dong F, Zhang Y, Xia F, Yang Y, Xiong S, Jin L, Zhang J.",Reproduction. 2014 Jul;148(1):33-41. doi: 10.1530/REP-14-0095. Epub 2014 Mar 31.,Dong F,Reproduction,2014,2014/4/2,,,10.1530/REP-14-0095
24659742,[Epigenetic background of the most common non-oncologic gynecological diseases],"Joó JG, Csatlós E, Brubel R, Bokor A, Karabélyos C, Rigó J Jr.",Orv Hetil. 2014 Mar 30;155(13):492-9. doi: 10.1556/OH.2014.29860.,Joó JG,Orv Hetil,2014,2014/3/25,,,10.1556/OH.2014.29860
24635108,Recent advances in understanding endometrial receptivity: molecular basis and clinical applications,"von Grothusen C, Lalitkumar S, Boggavarapu NR, Gemzell-Danielsson K, Lalitkumar PG.",Am J Reprod Immunol. 2014 Aug;72(2):148-57. doi: 10.1111/aji.12226. Epub 2014 Mar 17.,von Grothusen C,Am J Reprod Immunol,2014,2014/3/19,,,10.1111/aji.12226
24608518,MicroRNA expression profile in endometriosis: its relation to angiogenesis and fibrinolytic factors,"Braza-Boïls A, Marí-Alexandre J, Gilabert J, Sánchez-Izquierdo D, España F, Estellés A, Gilabert-Estellés J.",Hum Reprod. 2014 May;29(5):978-88. doi: 10.1093/humrep/deu019. Epub 2014 Mar 6.,Braza-Boïls A,Hum Reprod,2014,2014/3/11,,,10.1093/humrep/deu019
24495683,[Study on microRNA expression in endometrium of luteal phase and its relationship with infertility of endometriosis],"Ruan Y, Qian WP, Zhang CH, Zhou L, Hou ZH.",Zhonghua Fu Chan Ke Za Zhi. 2013 Dec;48(12):907-10.,Ruan Y,Zhonghua Fu Chan Ke Za Zhi,2013,2014/2/6,,,
24423359,Suppression of COUP-TFII by proinflammatory cytokines contributes to the pathogenesis of endometriosis,"Lin SC, Li YH, Wu MH, Chang YF, Lee DK, Tsai SY, Tsai MJ, Tsai SJ.",J Clin Endocrinol Metab. 2014 Mar;99(3):E427-37. doi: 10.1210/jc.2013-3717. Epub 2014 Jan 1.,Lin SC,J Clin Endocrinol Metab,2014,2014/1/16,PMC5393480,,10.1210/jc.2013-3717
24339876,BMPR1B up-regulation via a miRNA binding site variation defines endometriosis susceptibility and CA125 levels,"Chang CY, Chen Y, Lai MT, Chang HW, Cheng J, Chan C, Chen CM, Lee SC, Lin YJ, Wan L, Tsai PW, Yang SH, Chung C, Sheu JJ, Tsai FJ.",PLoS One. 2013 Dec 5;8(12):e80630. doi: 10.1371/journal.pone.0080630. eCollection 2013.,Chang CY,PLoS One,2013,2013/12/17,PMC3855056,,10.1371/journal.pone.0080630
24294368,MiR-195 inhibits proliferation and growth and induces apoptosis of endometrial stromal cells by targeting FKN,"Wang Y, Chen H, Fu Y, Ai A, Xue S, Lyu Q, Kuang Y.",Int J Clin Exp Pathol. 2013 Nov 15;6(12):2824-34. eCollection 2013.,Wang Y,Int J Clin Exp Pathol,2013,2013/12/3,PMC3843262,,
24289548,"Endometriosis, leiomyoma and adenomyosis: the risk of gynecologic malignancy","Verit FF, Yucel O.",Asian Pac J Cancer Prev. 2013;14(10):5589-97. doi: 10.7314/apjcp.2013.14.10.5589.,Verit FF,Asian Pac J Cancer Prev,2013,2013/12/3,,,10.7314/apjcp.2013.14.10.5589
24173391,Downregulation of miR-183 inhibits apoptosis and enhances the invasive potential of endometrial stromal cells in endometriosis,"Shi XY, Gu L, Chen J, Guo XR, Shi YL.",Int J Mol Med. 2014 Jan;33(1):59-67. doi: 10.3892/ijmm.2013.1536. Epub 2013 Oct 25.,Shi XY,Int J Mol Med,2014,2013/11/1,PMC3868559,,10.3892/ijmm.2013.1536
24155090,miRNA-199a-5p regulates VEGFA in endometrial mesenchymal stem cells and contributes to the pathogenesis of endometriosis,"Hsu CY, Hsieh TH, Tsai CF, Tsai HP, Chen HS, Chang Y, Chuang HY, Lee JN, Hsu YL, Tsai EM.",J Pathol. 2014 Feb;232(3):330-43. doi: 10.1002/path.4295.,Hsu CY,J Pathol,2014,2013/10/25,,,10.1002/path.4295
24059589,"Genetic, epigenetic and stem cell alterations in endometriosis: new insights and potential therapeutic perspectives","Forte A, Cipollaro M, Galderisi U.",Clin Sci (Lond). 2014 Jan;126(2):123-38. doi: 10.1042/CS20130099.,Forte A,Clin Sci (Lond),2014,2013/9/25,,,10.1042/CS20130099
24055529,Tissue and circulating microRNA influence reproductive function in endometrial disease,"Hull ML, Nisenblat V.",Reprod Biomed Online. 2013 Nov;27(5):515-29. doi: 10.1016/j.rbmo.2013.07.012. Epub 2013 Aug 27.,Hull ML,Reprod Biomed Online,2013,2013/9/24,,,10.1016/j.rbmo.2013.07.012
23962574,"Cellular, histologic, and molecular changes associated with endometriosis and ovarian cancer","Siufi Neto J, Kho RM, Siufi DF, Baracat EC, Anderson KS, Abrão MS.",J Minim Invasive Gynecol. 2014 Jan-Feb;21(1):55-63. doi: 10.1016/j.jmig.2013.07.021. Epub 2013 Aug 17.,Siufi Neto J,J Minim Invasive Gynecol,2014,2013/8/22,,,10.1016/j.jmig.2013.07.021
23945042,MicroRNAs expression profiling of eutopic proliferative endometrium in women with ovarian endometriosis,"Laudanski P, Charkiewicz R, Kuzmicki M, Szamatowicz J, Charkiewicz A, Niklinski J.",Reprod Biol Endocrinol. 2013 Aug 15;11:78. doi: 10.1186/1477-7827-11-78.,Laudanski P,Reprod Biol Endocrinol,2013,2013/8/16,PMC3766175,,10.1186/1477-7827-11-78
23620826,Peritoneal fluid reduces angiogenesis-related microRNA expression in cell cultures of endometrial and endometriotic tissues from women with endometriosis,"Braza-Boïls A, Gilabert-Estellés J, Ramón LA, Gilabert J, Marí-Alexandre J, Chirivella M, España F, Estellés A.",PLoS One. 2013 Apr 19;8(4):e62370. doi: 10.1371/journal.pone.0062370. Print 2013.,Braza-Boïls A,PLoS One,2013,2013/4/27,PMC3631199,,10.1371/journal.pone.0062370
23616637,Plasma microRNAs in ovarian cancer--letter,Qiu H.,Clin Cancer Res. 2013 Jun 15;19(12):3325. doi: 10.1158/1078-0432.CCR-13-0561. Epub 2013 Apr 24.,Qiu H,Clin Cancer Res,2013,2013/4/26,,,10.1158/1078-0432.CCR-13-0561
23616635,Plasma microRNAs in ovarian cancer--response,"Huang X, Vlad AM.",Clin Cancer Res. 2013 Jun 15;19(12):3326. doi: 10.1158/1078-0432.CCR-13-1022. Epub 2013 Apr 24.,Huang X,Clin Cancer Res,2013,2013/4/26,PMC3708471,NIHMS473912,10.1158/1078-0432.CCR-13-1022
23450049,MicroRNA23a and microRNA23b deregulation derepresses SF-1 and upregulates estrogen signaling in ovarian endometriosis,"Shen L, Yang S, Huang W, Xu W, Wang Q, Song Y, Liu Y.",J Clin Endocrinol Metab. 2013 Apr;98(4):1575-82. doi: 10.1210/jc.2012-3010. Epub 2013 Feb 28.,Shen L,J Clin Endocrinol Metab,2013,2013/3/2,,,10.1210/jc.2012-3010
23364396,A microRNA-520 mirSNP at the MMP2 gene influences susceptibility to endometriosis in Chinese women,"Tsai EM, Wang YS, Lin CS, Lin WY, Hsi E, Wu MT, Juo SH.",J Hum Genet. 2013 Apr;58(4):202-9. doi: 10.1038/jhg.2013.1. Epub 2013 Jan 31.,Tsai EM,J Hum Genet,2013,2013/2/1,,,10.1038/jhg.2013.1
23362326,Plasma microRNAs as novel biomarkers for endometriosis and endometriosis-associated ovarian cancer,"Suryawanshi S, Vlad AM, Lin HM, Mantia-Smaldone G, Laskey R, Lee M, Lin Y, Donnellan N, Klein-Patel M, Lee T, Mansuria S, Elishaev E, Budiu R, Edwards RP, Huang X.",Clin Cancer Res. 2013 Mar 1;19(5):1213-24. doi: 10.1158/1078-0432.CCR-12-2726. Epub 2013 Jan 29.,Suryawanshi S,Clin Cancer Res,2013,2013/1/31,PMC3596045,NIHMS438379,10.1158/1078-0432.CCR-12-2726
23312222,"MicroRNA miR-145 inhibits proliferation, invasiveness, and stem cell phenotype of an in vitro endometriosis model by targeting multiple cytoskeletal elements and pluripotency factors","Adammek M, Greve B, Kässens N, Schneider C, Brüggemann K, Schüring AN, Starzinski-Powitz A, Kiesel L, Götte M.",Fertil Steril. 2013 Apr;99(5):1346-1355.e5. doi: 10.1016/j.fertnstert.2012.11.055. Epub 2013 Jan 8.,Adammek M,Fertil Steril,2013,2013/1/15,,,10.1016/j.fertnstert.2012.11.055
23293219,"miR-196b targets c-myc and Bcl-2 expression, inhibits proliferation and induces apoptosis in endometriotic stromal cells","Abe W, Nasu K, Nakada C, Kawano Y, Moriyama M, Narahara H.",Hum Reprod. 2013 Mar;28(3):750-61. doi: 10.1093/humrep/des446. Epub 2013 Jan 4.,Abe W,Hum Reprod,2013,2013/1/8,,,10.1093/humrep/des446
23206733,Targeting of syndecan-1 by micro-ribonucleic acid miR-10b modulates invasiveness of endometriotic cells via dysregulation of the proteolytic milieu and interleukin-6 secretion,"Schneider C, Kässens N, Greve B, Hassan H, Schüring AN, Starzinski-Powitz A, Kiesel L, Seidler DG, Götte M.",Fertil Steril. 2013 Mar 1;99(3):871-881.e1. doi: 10.1016/j.fertnstert.2012.10.051. Epub 2012 Nov 30.,Schneider C,Fertil Steril,2013,2012/12/5,,,10.1016/j.fertnstert.2012.10.051
23203215,"Plasma miR-17-5p, miR-20a and miR-22 are down-regulated in women with endometriosis","Jia SZ, Yang Y, Lang J, Sun P, Leng J.",Hum Reprod. 2013 Feb;28(2):322-30. doi: 10.1093/humrep/des413. Epub 2012 Nov 30.,Jia SZ,Hum Reprod,2013,2012/12/4,PMC3733164,,10.1093/humrep/des413
23118427,Circulating microRNAs identified in a genome-wide serum microRNA expression analysis as noninvasive biomarkers for endometriosis,"Wang WT, Zhao YN, Han BW, Hong SJ, Chen YQ.",J Clin Endocrinol Metab. 2013 Jan;98(1):281-9. doi: 10.1210/jc.2012-2415. Epub 2012 Nov 1.,Wang WT,J Clin Endocrinol Metab,2013,2012/11/3,,,10.1210/jc.2012-2415
23010532,No evidence for genetic association with the let-7 microRNA-binding site or other common KRAS variants in risk of endometriosis,"Luong HT, Nyholt DR, Painter JN, Chapman B, Kennedy S, Treloar SA, Zondervan KT, Montgomery GW.",Hum Reprod. 2012 Dec;27(12):3616-21. doi: 10.1093/humrep/des329. Epub 2012 Sep 25.,Luong HT,Hum Reprod,2012,2012/9/27,PMC3501245,,10.1093/humrep/des329
22911744,miRNA signature and Dicer requirement during human endometrial stromal decidualization in vitro,"Estella C, Herrer I, Moreno-Moya JM, Quiñonero A, Martínez S, Pellicer A, Simón C.",PLoS One. 2012;7(7):e41080. doi: 10.1371/journal.pone.0041080. Epub 2012 Jul 20.,Estella C,PLoS One,2012,2012/8/23,PMC3401238,,10.1371/journal.pone.0041080
22891493,[Role of genetic and environmental factors in the development of endometriosis],"Ballester M, Dehan P, Béliard A, Brichant G, Nisolle M.",Rev Med Liege. 2012 May-Jun;67(5-6):374-80.,Ballester M,Rev Med Liege,2012,2012/8/16,,,
22648654,Hypoxia-induced microRNA-20a expression increases ERK phosphorylation and angiogenic gene expression in endometriotic stromal cells,"Lin SC, Wang CC, Wu MH, Yang SH, Li YH, Tsai SJ.",J Clin Endocrinol Metab. 2012 Aug;97(8):E1515-23. doi: 10.1210/jc.2012-1450. Epub 2012 May 30.,Lin SC,J Clin Endocrinol Metab,2012,2012/6/1,,,10.1210/jc.2012-1450
22591187,A potential link of oxidative stress and cell cycle regulation for development of endometriosis,"Shigetomi H, Higashiura Y, Kajihara H, Kobayashi H.",Gynecol Endocrinol. 2012 Nov;28(11):897-902. doi: 10.3109/09513590.2012.683071. Epub 2012 May 17.,Shigetomi H,Gynecol Endocrinol,2012,2012/5/18,,,10.3109/09513590.2012.683071
22569286,"Endometrial miR-200c is altered during transformation into cancerous states and targets the expression of ZEBs, VEGFA, FLT1, IKKβ, KLF9, and FBLN5","Panda H, Pelakh L, Chuang TD, Luo X, Bukulmez O, Chegini N.",Reprod Sci. 2012 Aug;19(8):786-96. doi: 10.1177/1933719112438448. Epub 2012 May 8.,Panda H,Reprod Sci,2012,2012/5/10,PMC4046309,,10.1177/1933719112438448
22455593,Role of microRNAs in gynecological pathology,"Gilabert-Estelles J, Braza-Boils A, Ramon LA, Zorio E, Medina P, Espana F, Estelles A.",Curr Med Chem. 2012;19(15):2406-13. doi: 10.2174/092986712800269362.,Gilabert-Estelles J,Curr Med Chem,2012,2012/3/30,,,10.2174/092986712800269362
22333229,"[Regulation of microRNA-199a on adhesion, migration and invasion ability of human endometrial stromal cells]","Dai L, Gu LY, Zhu J, Shi J, Wang Y, Ji F, Di W.",Zhonghua Fu Chan Ke Za Zhi. 2011 Nov;46(11):817-21.,Dai L,Zhonghua Fu Chan Ke Za Zhi,2011,2012/2/16,,,
22307873,A polymorphism in a let-7 microRNA binding site of KRAS in women with endometriosis,"Grechukhina O, Petracco R, Popkhadze S, Massasa E, Paranjape T, Chan E, Flores I, Weidhaas JB, Taylor HS.",EMBO Mol Med. 2012 Mar;4(3):206-17. doi: 10.1002/emmm.201100200. Epub 2012 Feb 3.,Grechukhina O,EMBO Mol Med,2012,2012/2/7,PMC3376847,,10.1002/emmm.201100200
22161462,Clinical assessment and management of the endometrium in recurrent early pregnancy loss,"Patel BG, Lessey BA.",Semin Reprod Med. 2011 Nov;29(6):491-506. doi: 10.1055/s-0031-1293203. Epub 2011 Dec 8.,Patel BG,Semin Reprod Med,2011,2011/12/14,,,10.1055/s-0031-1293203
22034475,Translational highlights from the journal of clinical endocrinology & metabolism,,Mol Endocrinol. 2011 Nov;25(11):1978-9. doi: 10.1210/mend.25.11.zmg1978.,,Mol Endocrinol,2011,2011/10/29,PMC5417180,,10.1210/mend.25.11.zmg1978
22012249,Expression of miR-126 and Crk in endometriosis: miR-126 may affect the progression of endometriosis by regulating Crk expression,"Liu S, Gao S, Wang XY, Wang DB.",Arch Gynecol Obstet. 2012 Apr;285(4):1065-72. doi: 10.1007/s00404-011-2112-6. Epub 2011 Oct 20.,Liu S,Arch Gynecol Obstet,2012,2011/10/21,,,10.1007/s00404-011-2112-6
21989168,MiR-199a attenuates endometrial stromal cell invasiveness through suppression of the IKKβ/NF-κB pathway and reduced interleukin-8 expression,"Dai L, Gu L, Di W.",Mol Hum Reprod. 2012 Mar;18(3):136-45. doi: 10.1093/molehr/gar066. Epub 2011 Oct 11.,Dai L,Mol Hum Reprod,2012,2011/10/13,PMC3292395,,10.1093/molehr/gar066
21956427,MicroRNA 135 regulates HOXA10 expression in endometriosis,"Petracco R, Grechukhina O, Popkhadze S, Massasa E, Zhou Y, Taylor HS.",J Clin Endocrinol Metab. 2011 Dec;96(12):E1925-33. doi: 10.1210/jc.2011-1231. Epub 2011 Sep 28.,Petracco R,J Clin Endocrinol Metab,2011,2011/9/30,PMC3232619,,10.1210/jc.2011-1231
21609582,[Role of microRNA in the occurrence and development of endometriosis],"Dai L, Di W.",Zhonghua Fu Chan Ke Za Zhi. 2011 Apr;46(4):304-6.,Dai L,Zhonghua Fu Chan Ke Za Zhi,2011,2011/5/26,,,
21436257,Functional microRNA involved in endometriosis,"Hawkins SM, Creighton CJ, Han DY, Zariff A, Anderson ML, Gunaratne PH, Matzuk MM.",Mol Endocrinol. 2011 May;25(5):821-32. doi: 10.1210/me.2010-0371. Epub 2011 Mar 24.,Hawkins SM,Mol Endocrinol,2011,2011/3/26,PMC3082329,,10.1210/me.2010-0371
21382987,The diversity of sex steroid action: the role of micro-RNAs and FOXO transcription factors in cycling endometrium and cancer,"Lam EW, Shah K, Brosens JJ.",J Endocrinol. 2012 Jan;212(1):13-25. doi: 10.1530/JOE-10-0480. Epub 2011 Mar 7.,Lam EW,J Endocrinol,2012,2011/3/9,,,10.1530/JOE-10-0480
21335415,microRNAs expression in endometriosis and their relation to angiogenic factors,"Ramón LA, Braza-Boïls A, Gilabert-Estellés J, Gilabert J, España F, Chirivella M, Estellés A.",Hum Reprod. 2011 May;26(5):1082-90. doi: 10.1093/humrep/der025. Epub 2011 Feb 18.,Ramón LA,Hum Reprod,2011,2011/2/22,,,10.1093/humrep/der025
21063030,Molecular evidence for differences in endometrium in severe versus mild endometriosis,"Aghajanova L, Giudice LC.",Reprod Sci. 2011 Mar;18(3):229-51. doi: 10.1177/1933719110386241. Epub 2010 Nov 9.,Aghajanova L,Reprod Sci,2011,2010/11/11,PMC3118406,NIHMS287162,10.1177/1933719110386241
